"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Freeze damage severity - 0-9 Rating|CO_350:0005001","Growth stage - Zadoks|day 309|COMP:0000093","Pea freeze damage severity - 0-5 Rating|COMP:0000051","Pea growth stage - BBCH|day 309|COMP:0000094","Pea plant establishment - plants/ft2|COMP:0000052","Pea winter survival - percent|COMP:0000050","Plant establishment - plants/ft2|CO_350:0005124","Winter survival - percent|CO_350:0000170","notes","CU_2025_Ithaca_WOP_PLOT_Blaze"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703607","NC21-6610","","subplot","731240","CU_2025_Ithaca_WOP_PLOT_103_subplot_2","1","1","103","1","3","test","","","","","","","","","2","","29","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703607","NC21-6610","","subplot","731241","CU_2025_Ithaca_WOP_PLOT_103_subplot_3","1","1","103","1","3","test","","","","","","","","","19","","44","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703607","NC21-6610","","plot","730240","CU_2025_Ithaca_WOP_PLOT_104","1","1","104","1","4","test","","","","","4","1.3","5","","","0","","80","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703607","NC21-6610","","subplot","730348","CU_2025_Ithaca_WOP_PLOT_104_subplot_1","1","1","104","1","4","test","","","","","","","","","0","","35","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703607","NC21-6610","","subplot","730349","CU_2025_Ithaca_WOP_PLOT_104_subplot_2","1","1","104","1","4","test","","","","","","","","","0","","57","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703607","NC21-6610","","subplot","730350","CU_2025_Ithaca_WOP_PLOT_104_subplot_3","1","1","104","1","4","test","","","","","","","","","0","","41","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","89429","PI365619","FM363","plot","730155","CU_2025_Ithaca_WOP_PLOT_105","1","1","105","1","5","test","","101814","BLAZE","","9","1.4","4","1.3","","20","","0","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","89429","PI365619","FM363","subplot","730666","CU_2025_Ithaca_WOP_PLOT_105_subplot_1","1","1","105","1","5","test","","","","","","","","","4","","8","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","89429","PI365619","FM363","subplot","730667","CU_2025_Ithaca_WOP_PLOT_105_subplot_2","1","1","105","1","5","test","","","","","","","","","6","","51","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","89429","PI365619","FM363","subplot","730668","CU_2025_Ithaca_WOP_PLOT_105_subplot_3","1","1","105","1","5","test","","","","","","","","","10","","28","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","plot","730012","CU_2025_Ithaca_WOP_PLOT_106","1","1","106","1","6","test","","","","","6","1.3","5","1.2","","0","","50","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","730522","CU_2025_Ithaca_WOP_PLOT_106_subplot_1","1","1","106","1","6","test","","","","","","","","","0","","25","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","730523","CU_2025_Ithaca_WOP_PLOT_106_subplot_2","1","1","106","1","6","test","","","","","","","","","0","","25","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","730524","CU_2025_Ithaca_WOP_PLOT_106_subplot_3","1","1","106","1","6","test","","","","","","","","","0","","23","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","plot","730098","CU_2025_Ithaca_WOP_PLOT_107","1","1","107","1","7","test","","101814","BLAZE","","6","1.3","4","1.2","","70","","50","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","730942","CU_2025_Ithaca_WOP_PLOT_107_subplot_1","1","1","107","1","7","test","","","","","","","","","3","","8","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","730943","CU_2025_Ithaca_WOP_PLOT_107_subplot_2","1","1","107","1","7","test","","","","","","","","","5","","18","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","730944","CU_2025_Ithaca_WOP_PLOT_107_subplot_3","1","1","107","1","7","test","","","","","","","","","14","","48","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","plot","730219","CU_2025_Ithaca_WOP_PLOT_108","1","1","108","1","8","test","","101814","BLAZE","","7","1.3","4","1.3","","60","","30","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","subplot","730687","CU_2025_Ithaca_WOP_PLOT_108_subplot_1","1","1","108","1","8","test","","","","","","","","","4","","41","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","subplot","730688","CU_2025_Ithaca_WOP_PLOT_108_subplot_2","1","1","108","1","8","test","","","","","","","","","7","","24","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","subplot","730689","CU_2025_Ithaca_WOP_PLOT_108_subplot_3","1","1","108","1","8","test","","","","","","","","","6","","16","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","plot","730233","CU_2025_Ithaca_WOP_PLOT_109","1","1","109","1","9","test","","","","","8","1.3","5","","","0","","30","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","subplot","731164","CU_2025_Ithaca_WOP_PLOT_109_subplot_1","1","1","109","1","9","test","","","","","","","","","0","","19","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","subplot","731165","CU_2025_Ithaca_WOP_PLOT_109_subplot_2","1","1","109","1","9","test","","","","","","","","","0","","30","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703553","Gerard 227","Gerard227","subplot","731166","CU_2025_Ithaca_WOP_PLOT_109_subplot_3","1","1","109","1","9","test","","","","","","","","","0","","35","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","plot","730083","CU_2025_Ithaca_WOP_PLOT_110","1","1","110","1","10","test","","101814","BLAZE","","4","1.3","3","1.2","","80","","70","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","subplot","731155","CU_2025_Ithaca_WOP_PLOT_110_subplot_1","1","1","110","1","10","test","","","","","","","","","10","","27","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","subplot","731156","CU_2025_Ithaca_WOP_PLOT_110_subplot_2","1","1","110","1","10","test","","","","","","","","","9","","38","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","subplot","731157","CU_2025_Ithaca_WOP_PLOT_110_subplot_3","1","1","110","1","10","test","","","","","","","","","6","","19","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","plot","730242","CU_2025_Ithaca_WOP_PLOT_111","1","1","111","1","11","test","","","","","7","1.3","5","","","0","","50","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","subplot","730570","CU_2025_Ithaca_WOP_PLOT_111_subplot_1","1","1","111","1","11","test","","","","","","","","","0","","19","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","subplot","730571","CU_2025_Ithaca_WOP_PLOT_111_subplot_2","1","1","111","1","11","test","","","","","","","","","0","","19","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703545","NC21-6492","","subplot","730572","CU_2025_Ithaca_WOP_PLOT_111_subplot_3","1","1","111","1","11","test","","","","","","","","","0","","37","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","94590","AVE265_59","AVE26559,DEU001 51619,DEU001 51730,DEU001 51731,DEU001 51732,DEU001 51733,DEU001 51734,DEU001 51735,DEU001 51736,DEU001 51737,DEU001 51738,DEU001 51739,DEU001 51740,DEU001 51741,DEU001 51742,DEU001 51743,DEU001 51744,DEU001 51745,DEU001 51746,DEU001 51747,DEU001 51748,DEU001 51749,DEU001 51750,DEU001 51751,DEU001 51752,DEU001 51753,DEU001 51754,DEU001 51755,DEU001 51756,DEU001 51757,DEU001 51758,Deutscher Hafer","plot","729967","CU_2025_Ithaca_WOP_PLOT_112","1","1","112","1","12","test","","101814","BLAZE","","9","1.3","4","1.3","","30","","0","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","94590","AVE265_59","AVE26559,DEU001 51619,DEU001 51730,DEU001 51731,DEU001 51732,DEU001 51733,DEU001 51734,DEU001 51735,DEU001 51736,DEU001 51737,DEU001 51738,DEU001 51739,DEU001 51740,DEU001 51741,DEU001 51742,DEU001 51743,DEU001 51744,DEU001 51745,DEU001 51746,DEU001 51747,DEU001 51748,DEU001 51749,DEU001 51750,DEU001 51751,DEU001 51752,DEU001 51753,DEU001 51754,DEU001 51755,DEU001 51756,DEU001 51757,DEU001 51758,Deutscher Hafer","subplot","730693","CU_2025_Ithaca_WOP_PLOT_112_subplot_1","1","1","112","1","12","test","","","","","","","","","5","","75","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","94590","AVE265_59","AVE26559,DEU001 51619,DEU001 51730,DEU001 51731,DEU001 51732,DEU001 51733,DEU001 51734,DEU001 51735,DEU001 51736,DEU001 51737,DEU001 51738,DEU001 51739,DEU001 51740,DEU001 51741,DEU001 51742,DEU001 51743,DEU001 51744,DEU001 51745,DEU001 51746,DEU001 51747,DEU001 51748,DEU001 51749,DEU001 51750,DEU001 51751,DEU001 51752,DEU001 51753,DEU001 51754,DEU001 51755,DEU001 51756,DEU001 51757,DEU001 51758,Deutscher Hafer","subplot","730694","CU_2025_Ithaca_WOP_PLOT_112_subplot_2","1","1","112","1","12","test","","","","","","","","","4","","38","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","94590","AVE265_59","AVE26559,DEU001 51619,DEU001 51730,DEU001 51731,DEU001 51732,DEU001 51733,DEU001 51734,DEU001 51735,DEU001 51736,DEU001 51737,DEU001 51738,DEU001 51739,DEU001 51740,DEU001 51741,DEU001 51742,DEU001 51743,DEU001 51744,DEU001 51745,DEU001 51746,DEU001 51747,DEU001 51748,DEU001 51749,DEU001 51750,DEU001 51751,DEU001 51752,DEU001 51753,DEU001 51754,DEU001 51755,DEU001 51756,DEU001 51757,DEU001 51758,Deutscher Hafer","subplot","730695","CU_2025_Ithaca_WOP_PLOT_112_subplot_3","1","1","112","1","12","test","","","","","","","","","7","","19","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","plot","730016","CU_2025_Ithaca_WOP_PLOT_113","1","1","113","2","12","test","","101814","BLAZE","","8","1.2","4","1.3","","40","","20","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","subplot","730660","CU_2025_Ithaca_WOP_PLOT_113_subplot_1","1","1","113","2","12","test","","","","","","","","","8","","36","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","subplot","730661","CU_2025_Ithaca_WOP_PLOT_113_subplot_2","1","1","113","2","12","test","","","","","","","","","6","","21","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","subplot","730662","CU_2025_Ithaca_WOP_PLOT_113_subplot_3","1","1","113","2","12","test","","","","","","","","","10","","21","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","plot","730228","CU_2025_Ithaca_WOP_PLOT_114","1","1","114","2","11","test","","","","","8","1.3","5","","","0","","20","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","subplot","730801","CU_2025_Ithaca_WOP_PLOT_114_subplot_1","1","1","114","2","11","test","","","","","","","","","0","","14","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","subplot","730802","CU_2025_Ithaca_WOP_PLOT_114_subplot_2","1","1","114","2","11","test","","","","","","","","","0","","44","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703560","NF99414-1","","subplot","730803","CU_2025_Ithaca_WOP_PLOT_114_subplot_3","1","1","114","2","11","test","","","","","","","","","0","","29","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703605","NO_OATS_PLANTED","","plot","730093","CU_2025_Ithaca_WOP_PLOT_115","1","1","115","2","10","test","","101814","BLAZE","","9","","4","1.3","","30","","0","","1"
