"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Freeze damage severity - 0-9 Rating|CO_350:0005001","Grain yield - g/m2|CO_350:0000260","Winter survival - percent|CO_350:0000170","notes","Cornell_WinterOatPeaIntercrop_2024_Ithaca_pea_genotype_Blaze"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716592","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_145_subplot_2","5","5","145","11","5","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716593","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_145_subplot_3","5","5","145","11","5","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","plot","703741","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_146","5","5","146","11","6","test","","","","","2","199.401231429701","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716384","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_146_subplot_1","5","5","146","11","6","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716385","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_146_subplot_2","5","5","146","11","6","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716386","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_146_subplot_3","5","5","146","11","6","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","plot","703816","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_15","2","2","15","2","14","test","","","","","2","219.468739876903","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","plot","703733","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_159","5","5","159","12","10","test","","","","","3","245.767195767196","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","subplot","716885","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_159_subplot_1","5","5","159","12","10","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","subplot","716886","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_159_subplot_2","5","5","159","12","10","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","subplot","716887","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_159_subplot_3","5","5","159","12","10","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","subplot","716588","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_15_subplot_1","2","2","15","2","14","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","subplot","716589","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_15_subplot_2","2","2","15","2","14","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","subplot","716590","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_15_subplot_3","2","2","15","2","14","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","plot","703825","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_16","2","2","16","2","13","test","","","","","1","317.727539949762","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","plot","703669","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_160","5","5","160","12","9","test","","","","","3","230.043708304578","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","subplot","717158","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_160_subplot_1","5","5","160","12","9","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","subplot","717159","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_160_subplot_2","5","5","160","12","9","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703612","NF01404A","","subplot","717160","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_160_subplot_3","5","5","160","12","9","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","plot","703797","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_161","5","5","161","12","8","test","","","","","4","241.690172003761","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","717179","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_161_subplot_1","5","5","161","12","8","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","717180","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_161_subplot_2","5","5","161","12","8","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","717181","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_161_subplot_3","5","5","161","12","8","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","plot","703872","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_162","5","5","162","12","7","test","","","","","4","249.134741615945","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716621","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_162_subplot_1","5","5","162","12","7","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716622","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_162_subplot_2","5","5","162","12","7","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716623","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_162_subplot_3","5","5","162","12","7","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","subplot","717053","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_16_subplot_1","2","2","16","2","13","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","subplot","717054","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_16_subplot_2","2","2","16","2","13","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703621","NC21-6429","","subplot","717055","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_16_subplot_3","2","2","16","2","13","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","plot","703930","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_185","6","6","185","2","26","test","","","","","4","215.77380952381","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716387","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_185_subplot_1","6","6","185","2","26","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716388","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_185_subplot_2","6","6","185","2","26","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716389","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_185_subplot_3","6","6","185","2","26","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","plot","703707","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_186","6","6","186","2","25","test","","","","","4","255.879386314169","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716585","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_186_subplot_1","6","6","186","2","25","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716586","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_186_subplot_2","6","6","186","2","25","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716587","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_186_subplot_3","6","6","186","2","25","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","plot","703658","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_23","2","2","23","2","6","test","","","","","1","240.533073297578","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","subplot","716315","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_23_subplot_1","2","2","23","2","6","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","subplot","716316","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_23_subplot_2","2","2","23","2","6","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","subplot","716317","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_23_subplot_3","2","2","23","2","6","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","plot","703656","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_24","2","2","24","2","5","test","","","","","1","274.867724867725","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","plot","703953","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_249","7","7","249","6","18","test","","","","","4","284.656084656085","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716252","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_249_subplot_1","7","7","249","6","18","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716253","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_249_subplot_2","7","7","249","6","18","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716254","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_249_subplot_3","7","7","249","6","18","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","subplot","717239","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_24_subplot_1","2","2","24","2","5","test","","","","","","","","",""
