studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Crown rust severity (flag leaf) - percent|CO_350:0005029,Freeze damage severity - 0-9 Rating|CO_350:0005001,Grain weight - g|CO_350:0005123,Growth stage - Zadoks|day 330|COMP:0000095,Heading date - Julian day|CO_350:0000270,Winter stress severity - 0-9 Rating|CO_350:0005003,Winter survival - percent|CO_350:0000170,notes,CU_2025_Ithaca_SOAP_HR_SeedIncrease
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",729024,FLLA16117-4,,plot,750914,Cornell_2024_SOAP_HR_1011,1,1,1011,,,test,,,,,,4,,,,5,40,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728975,TX20CAS1061,,plot,750287,Cornell_2024_SOAP_HR_1012,1,1,1012,,,test,,,,,,4,,,,4,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",729014,LA17075SBS-36-2-1,,plot,750896,Cornell_2024_SOAP_HR_1013,1,1,1013,,,test,,,,,,4,,,,4,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",102544,LA08024SBSBS-29-S1,,plot,751170,Cornell_2024_SOAP_HR_1014,1,1,1014,,,test,,,,,,4,,,,4,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",86983,FL0047-J9,,plot,750996,Cornell_2024_SOAP_HR_1015,1,1,1015,,,test,,,,,,4,,,,7,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728950,FLLA17067-12,,plot,750340,Cornell_2024_SOAP_HR_1016,1,1,1016,,,test,,,,,,4,,,,4,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728886,LA17110SBSS-16-1,,plot,751168,Cornell_2024_SOAP_HR_1017,1,1,1017,,,test,,,,,,4,,,,4,60,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",98990,NC14-1751,,plot,751169,Cornell_2024_SOAP_HR_1018,1,1,1018,,,test,,,,,,4,,,,5,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728951,FLLA17028-12,,plot,750800,Cornell_2024_SOAP_HR_1019,1,1,1019,,,test,,,,,,4,,,,4,40,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728935,LA17130SBSS-27-1,,plot,750322,Cornell_2024_SOAP_HR_1020,1,1,1020,,,test,,,,,,4,,,,7,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",729029,FLLA16102-78,,plot,750443,Cornell_2024_SOAP_HR_1021,1,1,1021,,,test,,,,,,4,,,,7,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728868,LA17018SBSS-35-1,,plot,750788,Cornell_2024_SOAP_HR_1022,1,1,1022,,,test,,,,,,5,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",88006,LA04018SBSB-181,,plot,750438,Cornell_2024_SOAP_HR_1023,1,1,1023,,,test,,,,,,3,,,,4,90,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",703571,FLLA17088-77,,plot,750660,Cornell_2024_SOAP_HR_1024,1,1,1024,,,test,,,,,,3,,,,4,90,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728940,TX20CAS1041,,plot,750597,Cornell_2024_SOAP_HR_1025,1,1,1025,,,test,,,,,,3,,,,3,90,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101276,NC14-1584,,plot,750780,Cornell_2024_SOAP_HR_1026,1,1,1026,,,test,,,,,,5,,,,3,100,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",97968,NC09-4274N,,plot,750663,Cornell_2024_SOAP_HR_1027,1,1,1027,,,test,,,,,,4,,,,4,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",706093,LA15029SB-18-1-1,,plot,750664,Cornell_2024_SOAP_HR_1028,1,1,1028,,,test,,,,,,3,,,,5,70,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728979,FLLA17069-44,,plot,750432,Cornell_2024_SOAP_HR_1029,1,1,1029,,,test,,,,,,3,,,,3,80,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728998,TX20CAS1021,,plot,750921,Cornell_2024_SOAP_HR_1030,1,1,1030,,,test,,,,,,3,,,,5,90,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",88668,LA07007SBSB-68,,plot,750805,Cornell_2024_SOAP_HR_1031,1,1,1031,,,test,,,,,,6,,,,7,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728874,FLLA16056-12,,plot,750433,Cornell_2024_SOAP_HR_1032,1,1,1032,,,test,,,,,,4,,,,4,90,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728876,FLLA16166-79,,plot,750790,Cornell_2024_SOAP_HR_1033,1,1,1033,,,test,,,,,,7,,,,7,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728897,FLLA17084-28,,plot,751019,Cornell_2024_SOAP_HR_1034,1,1,1034,,,test,,,,,,5,,,,5,70,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",84960,LA04018SBSB-86,,plot,751188,Cornell_2024_SOAP_HR_1035,1,1,1035,,,test,,,,,,4,,,,4,90,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101354,TX14OCS5014,,plot,750413,Cornell_2024_SOAP_HR_1036,1,1,1036,,,test,,,,,,4,,,,4,60,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",85397,TX02U7047,TX02U 7047,plot,751016,Cornell_2024_SOAP_HR_1037,1,1,1037,,,test,,,,,,5,,,,4,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",99233,LA09066SBS-U3,,plot,751015,Cornell_2024_SOAP_HR_1038,1,1,1038,,,test,,,,,,5,,,,4,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",100409,NC14-1494,,plot,750911,Cornell_2024_SOAP_HR_1039,1,1,1039,,,test,,,,,,5,,,,5,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728890,TX20CAS1047,,plot,750410,Cornell_2024_SOAP_HR_1040,1,1,1040,,,test,,,,,,7,,,,7,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",99761,GERARD229,GERARD 229,plot,750285,Cornell_2024_SOAP_HR_1041,1,1,1041,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",706085,FL13123-54,,plot,750913,Cornell_2024_SOAP_HR_1042,1,1,1042,,,test,,,,,,7,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728981,FLLA17069-41,,plot,750307,Cornell_2024_SOAP_HR_1043,1,1,1043,,,test,,,,,,4,,,,3,80,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",703582,FLLA17069-54,,plot,750532,Cornell_2024_SOAP_HR_1044,1,1,1044,,,test,,,,,,4,,,,4,70,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",102107,TX02U7605,TX02U 7605,plot,750605,Cornell_2024_SOAP_HR_1045,1,1,1045,,,test,,,,,,4,,,,4,80,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728862,SCLA17152SBS-1-1,,plot,750920,Cornell_2024_SOAP_HR_1046,1,1,1046,,,test,,,,,,6,,,,5,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",706090,TX17OCS8075,,plot,750534,Cornell_2024_SOAP_HR_1047,1,1,1047,,,test,,,,,,5,,,,4,80,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728905,FLLA16028-42,,plot,750533,Cornell_2024_SOAP_HR_1048,1,1,1048,,,test,,,,,,6,,,,5,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",97204,LA07070SBSBSBS-65-S1,,plot,750990,Cornell_2024_SOAP_HR_1049,1,1,1049,,,test,,,,,,5,,,,5,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728965,LA17017SBSS-16-1,,plot,750483,Cornell_2024_SOAP_HR_1050,1,1,1050,,,test,,,,,,5,,,,4,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101763,FL1013-1,,plot,750608,Cornell_2024_SOAP_HR_1051,1,1,1051,,,test,,,,,,9,,,,7,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101797,TX14OCS5004,,plot,750993,Cornell_2024_SOAP_HR_1052,1,1,1052,,,test,,,,,,9,,,,8,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",100105,LA08086SBSBS-34,,plot,750623,Cornell_2024_SOAP_HR_1053,1,1,1053,,,test,,,,,,6,,,,6,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728887,FLLA17032-5,,plot,750452,Cornell_2024_SOAP_HR_1054,1,1,1054,,,test,,,,,,6,,,,5,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",97298,TX14OCS5193,,plot,750281,Cornell_2024_SOAP_HR_1055,1,1,1055,,,test,,,,,,8,,,,7,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",729008,FLLA17017-69,,plot,751059,Cornell_2024_SOAP_HR_1056,1,1,1056,,,test,,,,,,7,,,,7,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",706103,FL13110-68,,plot,750450,Cornell_2024_SOAP_HR_1057,1,1,1057,,,test,,,,,,6,,,,6,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728910,FLLA17152-47,,plot,750451,Cornell_2024_SOAP_HR_1058,1,1,1058,,,test,,,,,,8,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728906,TX20CAS1002,,plot,750798,Cornell_2024_SOAP_HR_1059,1,1,1059,,,test,,,,,,9,,,,8,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728903,FLLA09015-U4,,plot,750321,Cornell_2024_SOAP_HR_1060,1,1,1060,,,test,,,,,,9,,,,8,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728989,FLLA17035-69,,plot,750445,Cornell_2024_SOAP_HR_1061,1,1,1061,,,test,,,,,,7,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",98784,LA08021SBSBS-15-S1,,plot,750786,Cornell_2024_SOAP_HR_1062,1,1,1062,,,test,,,,,,8,,,,8,10,,
